,character,line,gender,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
27,ODIN,"Thor must strife to undo the damage you have done. He will bring order to the nine realms and then, yes. He will be king.",MALE,0.9954730868339539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,SIF,I've got this completely under control!,FEMALE,0.9965279698371887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,THOR,Is that why everything is on fire?,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44755202531814575,0.9309306740760803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,SIF,You're welcome.  All yours.,FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945001602172852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,THOR,Hello.  I accept your surrender.,MALE,0.9959390163421631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,THOR,Anyone else?,MALE,0.9781609773635864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,FANDRAL,Perhaps next time we should start with the big one.,MALE,0.9976835250854492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,GUARD,Keep moving. Come on! Keep moving. Go ahead of me. Don't you turn around!,MALE,0.9703854918479919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,HOGUN,Where do we go next?,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8555343747138977,0.7286595106124878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,THOR,"Hogun, the peace is nearly won across the Nine Realms. You should stay here. Be with your people, where your heart is. Asgard can wait.",MALE,0.973798930644989,0.0,0.0,0.0,0.0,0.0,0.5229341387748718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,HOGUN,You have my thanks.,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9961534142494202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,THOR,"As you have mine. Heimdall, when you're ready.",MALE,0.9980735778808594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,ODIN,Is Vanaheim secure?,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76164311170578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,THOR,As are Nornheim and Ria. Though our work would have gone more quickly with you at the fore.,MALE,0.9567534923553467,0.0,0.0,0.0,0.0,0.3710750937461853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,ODIN,You must think I'm a piece of bread that needs to be buttered so heavily.,MALE,0.9979656934738159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,THOR,That was not my intent.,MALE,0.6654930710792542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947490394115448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,ODIN,"For the first time since the Bifrost was destroyed, the Nine Realms are at peace. They're well reminded of our strength and you have earned their respect and my gratitude.",MALE,0.0,0.8198620676994324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8193621039390564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,THOR,Thank you.,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966220855712891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,ODIN,Nothing out of order except your confused and distracted heart.,MALE,0.0,0.0,0.0,0.0,0.7769991755485535,0.0,0.0,0.0,0.0,0.0,0.34907764196395874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,THOR,"This isn't about JANE, Father.",MALE,0.5253466963768005,0.0,0.0,0.6098325848579407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,ODIN,"Human lives are fleeting, they are nothing. You'd be better served by what lies in front of you  I'm telling you this not as the all-father but as your father. You are ready. The time has come for you to take the throne. Embrace and celebrate what you've won. Join your warriors. Eat and drink, revel in their celebration. At least pretend to enjoy yourself.",MALE,0.0,0.0,0.0,0.0,0.0,0.31539058685302734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7041692137718201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,SIF,There was a time you would celebrate for weeks.,FEMALE,0.5600199103355408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4412045478820801,0.0,0.0,0.0,0.6061840057373047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,THOR,I remember you celebrated the battle of Haragon so much that you nearly started a second.,MALE,0.4699553847312927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3375219702720642,0.0,0.0,0.0,0.0
50,SIF,"Well, the first was so much fun.",FEMALE,0.0,0.0,0.9809659719467163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,SIF,Take a drink with me. Surely the All-Father could have no further task for you tonight.,FEMALE,0.8537634015083313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,THOR,"No, this is one I set myself.",MALE,0.9907236695289612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,SIF,It has not gone unnoticed that you disappear each night. There are Nine Realms. Future king of Asgard must focus on more than one.,FEMALE,0.9870686531066895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3100469708442688,0.0,0.0,0.0,0.0,0.0,0.0
54,THOR,"I thank you for your sword and for your counsel, good Lady Sif.",MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976988434791565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,RICHARD,Hi.,MALE,0.9966467022895813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,JANE,Hi.,FEMALE,0.9966467022895813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,RICHARD,So what's the story with you?,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907279014587402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,JANE,"Why does there have to be a story, there's no story.",FEMALE,0.5597054362297058,0.0,0.0,0.0,0.0,0.0,0.0,0.6388759016990662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,RICHARD,"You've spent the first ten minutes of our date hiding behind a menu that has three choices on it. It's either chicken, vegetarian or fish, Jane. I think there's a story and I'm thinking the story involves a guy?",MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881108999252319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,JANE,It's complicated.,FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977994978427887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,RICHARD,Is he still around?,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914361834526062,0.6209937930107117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,JANE,"No, he...went away.",FEMALE,0.991743266582489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,RICHARD,"I've been there. The going away, it's hard. I'd been seeing a woman and uh...she took a job in New York, eventually the distance killed it. And...and the fact that she uh...she kept sleeping with other dudes.",MALE,0.6463251709938049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6796889305114746,0.0,0.0,0.0,0.0
64,JANE,No!,FEMALE,0.7102730870246887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9371747374534607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,RICHARD,"Oh, so many.",MALE,0.9976455569267273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,RICHARD,Hi. Um...could we get some wine please?,MALE,0.8829429745674133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629543662071228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,DARCY LEWIS,"Sure, I'd love some.",FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979871928691864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,JANE,"Richard, this is Darcy.  What are you doing here?",FEMALE,0.7811078429222107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7552940845489502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,RICHARD,"Oh, hello.",MALE,0.9985356330871582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,DARCY LEWIS,"So, I show up to work at the lab-slash-your mom's house, fully expecting you to be moping around in your pajamas eating ice cream obsessing about you know who...",FEMALE,0.97567218542099,0.0,0.0,0.0,0.4000473916530609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,RICHARD,Ah.,MALE,0.9983161687850952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,DARCY LEWIS,"But you're not! You're wearing lady clothes, you even showered, didn't you? You smell good.",FEMALE,0.0,0.9873644709587097,0.0,0.0,0.0,0.0,0.0,0.0,0.3872920572757721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,JANE,"Is there a point to all this, cause there really has to be a point to all this.",FEMALE,0.9981532692909241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,DARCY LEWIS,Right. You know that scientific equipment you don't look at anymore? You might wanna start looking at it now,FEMALE,0.9936468601226807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,DARCY LEWIS,This is the reason we came all the way out here.,FEMALE,0.9885861277580261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,JANE,It's malfunctioning.,FEMALE,0.9979227185249329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,DARCY LEWIS,That's what I said.,FEMALE,0.9982728958129883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,DARCY LEWIS,That's what I did! But you just hit a little more scientific.,FEMALE,0.0,0.0,0.0,0.0,0.0,0.9591074585914612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,JANE,I'm sure it's nothing.,FEMALE,0.0,0.0,0.0,0.0,0.0,0.9805763363838196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,RICHARD,Yeah.,MALE,0.8494734168052673,0.0,0.0,0.0,0.0,0.8459972143173218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,DARCY LEWIS,"It didn't look like nothing. Kind of looks like the readings that Erik was rambling about.  Our friend Erik, kind of went banana-balls.",FEMALE,0.9679903388023376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,JANE,He's not interested. I'm not interested. Time for you to go now.,FEMALE,0.7065755128860474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,DARCY LEWIS,Okay.,FEMALE,0.9818022847175598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,RICHARD,Short but sweet.,MALE,0.9987911581993103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,JANE,She needs help.,FEMALE,0.9962207674980164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,RICHARD,I think I'm gonna have the sea bass.,MALE,0.9987298846244812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,JANE,"Sea bass. Yeah, sea bass is good.",FEMALE,0.0,0.9891107678413391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,JANE,"Sea bass, sea bass, sea bass, sea bass, sea bass, sea bass, sea bass...sea bass. Sea bass...",FEMALE,0.9989319443702698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
